fix_commit,fname,changed_lines,bug_commits
42c18024,test/non-functional/402_market_gas.ts,"[[('-1', '1'), ('+1', '1')]]",{'f0dcc8027'}
42c18024,test/non-functional/403_market_precision.ts,"[[('-1', '190'), ('+1', '113')]]","{'7eaf2a5f1', 'b5f7bfa1a', '491ab2bfd', '9ea3001b0', '854a8f47e', 'f0dcc8027', '1392a6f93'}"
42c18024,test/peripheral/511_splitter.ts,"[[('-1', '2'), ('+1', '2')]]","{'70e12a0bc', 'f0dcc8027'}"
42c18024,test/peripheral/521_limitPool.ts,"[[('-1', '2'), ('+1', '2')]]",{'f0dcc8027'}
42c18024,test/peripheral/531_ethProxy.ts,"[[('-2', '1'), ('+2', '1')]]",{'24a23eb17'}
42c18024,test/peripheral/541_daiProxy.ts,"[[('-1', '2'), ('+1', '2')]]",{'fb07b6ff5'}
42c18024,test/pool/202_pool.ts,"[[('-1', '1'), ('+1', '1')]]",{'f0dcc8027'}
42c18024,test/pool/204_pool_delegation.ts,"[[('-1', '1'), ('+1', '1')]]",{'f0dcc8027'}
42c18024,test/pool/206_yield_math.ts,"[[('-1', '1'), ('+1', '1')]]",{'5f820e119'}
ae5c9975,package.json,"[[('-36', '1'), ('+36', '1')]]",{'f52e52b07'}
eaecb56e,.solhint.json,"[[('-9', '1'), ('+9', '3')]]",{'f8835d50c'}
e96d3256,package.json,"[[('-25', '1'), ('+25', '1')]]",{'237bae507'}
e96d3256,yarn.lock,"[[('-2241', '4'), ('+2241', '4')]]",{'237bae507'}
